Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
M,0.535,0.42,0.125,WW3,MW2,0.1505,0.265,Age2
M,0.465,0.36,0.105,WW2,MW1,0.0845,0.19,Age2
M,0.51,0.4,0.14,WW2,MW2,0.151,0.23,Age2
I,0.335,0.26,0.09,WW1,MW1,0.024,0.065,Age2
M,0.55,0.425,0.16,WW3,MW2,0.139,0.48,Age4
I,0.18,0.135,0.08,WW1,MW1,0.007,0.01,Age2
I,0.215,0.165,0.055,WW1,MW1,0.0125,0.0185,Age2
I,0.2,0.15,0.04,WW1,MW1,0.007,0.0065,Age1
F,0.625,0.48,0.2,WW3,MW3,0.3055,0.355,Age2
M,0.55,0.42,0.17,WW3,MW2,0.2405,0.245,Age3
M,0.585,0.45,0.15,WW3,MW2,0.276,0.315,Age3
F,0.645,0.5,0.18,WW3,MW3,0.2995,0.345,Age3
F,0.71,0.53,0.195,WW4,MW3,0.4065,0.6855,Age2
F,0.7,0.54,0.215,WW4,MW3,0.3125,0.71,Age5
F,0.655,0.505,0.165,WW3,MW3,0.3515,0.396,Age2
F,0.665,0.5,0.175,WW4,MW3,0.3025,0.725,Age4
F,0.47,0.375,0.105,WW2,MW2,0.142,0.13,Age2
M,0.425,0.335,0.1,WW2,MW1,0.092,0.135,Age2
M,0.54,0.41,0.13,WW2,MW2,0.1065,0.175,Age2
M,0.505,0.395,0.125,WW2,MW2,0.1555,0.175,Age2
M,0.535,0.44,0.165,WW3,MW2,0.18,0.3,Age2
F,0.43,0.35,0.09,WW2,MW1,0.089,0.12,Age2
M,0.55,0.435,0.11,WW3,MW2,0.203,0.215,Age2
F,0.34,0.255,0.085,WW1,MW1,0.021,0.05,Age2
I,0.275,0.2,0.065,WW1,MW1,0.013,0.035,Age2
F,0.335,0.22,0.07,WW1,MW1,0.0365,0.05,Age2
M,0.64,0.49,0.14,WW3,MW2,0.238,0.375,Age3
F,0.55,0.44,0.125,WW3,MW2,0.2125,0.245,Age2
F,0.64,0.475,0.19,WW3,MW2,0.281,0.3805,Age3
F,0.545,0.41,0.115,WW2,MW2,0.158,0.22,Age2
F,0.64,0.54,0.175,WW4,MW3,0.271,0.475,Age4
M,0.605,0.49,0.155,WW3,MW3,0.2505,0.295,Age3
M,0.605,0.47,0.115,WW3,MW2,0.291,0.31,Age3
M,0.56,0.45,0.155,WW3,MW2,0.271,0.35,Age2
F,0.57,0.465,0.155,WW3,MW2,0.239,0.285,Age3
M,0.525,0.405,0.16,WW3,MW2,0.1455,0.28,Age3
F,0.505,0.405,0.18,WW2,MW2,0.1235,0.18,Age2
M,0.35,0.265,0.09,WW1,MW1,0.0575,0.065,Age2
M,0.45,0.355,0.12,WW2,MW1,0.0765,0.145,Age2
I,0.51,0.405,0.12,WW2,MW2,0.131,0.235,Age2
F,0.49,0.38,0.13,WW2,MW2,0.1355,0.165,Age2
F,0.505,0.41,0.135,WW2,MW2,0.133,0.195,Age3
M,0.38,0.3,0.1,WW1,MW1,0.0535,0.0775,Age2
I,0.27,0.195,0.07,WW1,MW1,0.0135,0.034,Age2
F,0.37,0.295,0.1,WW1,MW1,0.056,0.0835,Age2
M,0.5,0.385,0.135,WW2,MW1,0.0715,0.206,Age2
M,0.645,0.505,0.165,WW3,MW2,0.262,0.52,Age2
M,0.565,0.44,0.115,WW3,MW2,0.1785,0.29,Age2
F,0.67,0.545,0.175,WW4,MW3,0.387,0.575,Age3
F,0.59,0.415,0.15,WW3,MW2,0.234,0.235,Age2
F,0.47,0.36,0.11,WW2,MW2,0.127,0.13,Age2
F,0.51,0.385,0.135,WW2,MW2,0.145,0.17,Age2
M,0.72,0.575,0.23,WW5,MW4,0.3985,0.665,Age3
M,0.55,0.405,0.15,WW3,MW2,0.2135,0.24,Age2
I,0.2,0.145,0.025,WW1,MW1,0.0075,0.01,Age2
M,0.65,0.515,0.18,WW3,MW3,0.347,0.405,Age3
F,0.525,0.405,0.115,WW3,MW2,0.1915,0.2,Age3
M,0.565,0.435,0.185,WW3,MW2,0.2045,0.31,Age4
F,0.61,0.47,0.16,WW3,MW2,0.2255,0.32,Age2
F,0.545,0.405,0.175,WW3,MW2,0.207,0.38,Age4
I,0.325,0.245,0.075,WW1,MW1,0.033,0.045,Age2
I,0.31,0.235,0.075,WW1,MW1,0.0315,0.05,Age2
M,0.45,0.335,0.14,WW2,MW1,0.115,0.16,Age2
F,0.49,0.38,0.155,WW2,MW2,0.1255,0.18,Age2
F,0.505,0.405,0.16,WW2,MW2,0.145,0.215,Age2
F,0.385,0.3,0.1,WW1,MW1,0.057,0.08,Age2
F,0.62,0.485,0.22,WW4,MW3,0.284,0.51,Age4
F,0.635,0.505,0.185,WW3,MW2,0.295,0.41,Age4
F,0.665,0.53,0.185,WW3,MW2,0.3205,0.49,Age3
M,0.335,0.265,0.095,WW1,MW1,0.0375,0.07,Age2
I,0.295,0.215,0.075,WW1,MW1,0.0295,0.04,Age2
I,0.48,0.38,0.125,WW2,MW1,0.1045,0.175,Age3
I,0.32,0.25,0.08,WW1,MW1,0.034,0.06,Age2
I,0.43,0.34,0.125,WW2,MW1,0.061,0.146,Age3
M,0.565,0.45,0.14,WW3,MW2,0.244,0.265,Age2
F,0.6,0.48,0.165,WW3,MW2,0.27,0.335,Age2
F,0.585,0.46,0.17,WW3,MW2,0.326,0.325,Age3
F,0.555,0.42,0.14,WW3,MW2,0.243,0.21,Age3
F,0.57,0.495,0.16,WW3,MW2,0.275,0.315,Age3
F,0.62,0.485,0.175,WW3,MW3,0.3075,0.37,Age2
M,0.63,0.51,0.19,WW4,MW2,0.3075,0.545,Age3
M,0.425,0.34,0.12,WW2,MW1,0.087,0.125,Age2
F,0.64,0.505,0.19,WW3,MW2,0.3105,0.365,Age3
M,0.675,0.525,0.175,WW3,MW2,0.3205,0.465,Age3
M,0.5,0.4,0.145,WW2,MW1,0.138,0.21,Age2
M,0.385,0.305,0.09,WW1,MW1,0.0515,0.1,Age2
M,0.52,0.435,0.195,WW3,MW2,0.2135,0.355,Age4
M,0.52,0.415,0.175,WW3,MW2,0.171,0.255,Age2
M,0.64,0.525,0.2,WW3,MW2,0.3075,0.47,Age3
I,0.44,0.35,0.12,WW2,MW1,0.0965,0.115,Age2
F,0.42,0.32,0.13,WW2,MW1,0.106,0.119,Age2
F,0.45,0.35,0.135,WW2,MW2,0.137,0.145,Age3
I,0.42,0.325,0.125,WW2,MW1,0.1025,0.115,Age2
F,0.64,0.505,0.19,WW3,MW2,0.328,0.4,Age2
M,0.57,0.455,0.15,WW3,MW2,0.2385,0.275,Age2
M,0.41,0.325,0.12,WW2,MW1,0.081,0.125,Age2
M,0.485,0.41,0.15,WW2,MW2,0.1625,0.265,Age3
F,0.61,0.48,0.19,WW3,MW3,0.3225,0.365,Age2
F,0.59,0.485,0.205,WW3,MW2,0.238,0.42,Age3
M,0.665,0.535,0.155,WW3,MW3,0.2565,0.485,Age3
I,0.345,0.285,0.1,WW1,MW1,0.058,0.075,Age2
M,0.635,0.51,0.155,WW3,MW2,0.289,0.315,Age4
M,0.695,0.53,0.15,WW4,MW3,0.3025,0.43,Age3
F,0.69,0.54,0.185,WW4,MW3,0.318,0.47,Age3
M,0.555,0.435,0.135,WW3,MW2,0.1585,0.29,Age3
M,0.65,0.525,0.19,WW4,MW3,0.4005,0.395,Age3
M,0.635,0.48,0.19,WW4,MW3,0.303,0.42,Age3
F,0.655,0.51,0.16,WW3,MW2,0.2825,0.37,Age3
F,0.69,0.555,0.205,WW4,MW3,0.4395,0.515,Age4
F,0.695,0.55,0.16,WW4,MW3,0.3005,0.44,Age3
M,0.55,0.435,0.16,WW3,MW2,0.219,0.295,Age3
F,0.61,0.495,0.19,WW3,MW2,0.306,0.365,Age3
M,0.595,0.5,0.165,WW3,MW2,0.28,0.275,Age2
M,0.3,0.24,0.09,WW1,MW1,0.039,0.05,Age2
F,0.435,0.35,0.125,WW2,MW1,0.1145,0.145,Age2
I,0.455,0.375,0.125,WW2,MW2,0.106,0.185,Age2
M,0.48,0.38,0.13,WW2,MW2,0.142,0.175,Age2
I,0.43,0.35,0.105,WW2,MW1,0.0855,0.11,Age2
F,0.435,0.35,0.105,WW2,MW1,0.1005,0.13,Age2
I,0.3,0.23,0.075,WW1,MW1,0.042,0.045,Age2
F,0.575,0.48,0.15,WW3,MW2,0.193,0.29,Age2
M,0.505,0.385,0.11,WW2,MW2,0.15,0.185,Age2
M,0.455,0.375,0.125,WW2,MW1,0.102,0.165,Age2
M,0.64,0.505,0.165,WW3,MW3,0.3035,0.39,Age4
F,0.56,0.435,0.125,WW3,MW2,0.2145,0.29,Age3
F,0.645,0.52,0.19,WW3,MW3,0.288,0.37,Age2
F,0.595,0.485,0.145,WW3,MW3,0.2925,0.33,Age3
M,0.565,0.45,0.115,WW3,MW2,0.197,0.29,Age4
F,0.655,0.5,0.14,WW3,MW3,0.3175,0.285,Age2
M,0.48,0.38,0.135,WW2,MW1,0.1395,0.16,Age3
F,0.495,0.385,0.135,WW2,MW2,0.1635,0.185,Age2
F,0.4,0.335,0.115,WW2,MW1,0.1205,0.12,Age2
M,0.41,0.31,0.125,WW2,MW1,0.0885,0.115,Age2
F,0.595,0.465,0.145,WW3,MW2,0.2415,0.31,Age2
F,0.625,0.475,0.13,WW3,MW2,0.1775,0.24,Age3
M,0.52,0.425,0.155,WW3,MW2,0.123,0.255,Age4
M,0.465,0.36,0.125,WW2,MW1,0.1075,0.145,Age2
F,0.475,0.375,0.14,WW2,MW1,0.1175,0.175,Age3
F,0.5,0.405,0.14,WW2,MW2,0.124,0.25,Age4
M,0.46,0.355,0.11,WW2,MW1,0.082,0.13,Age2
M,0.485,0.385,0.125,WW2,MW1,0.0785,0.17,Age2
F,0.465,0.39,0.14,WW2,MW1,0.1075,0.215,Age3
M,0.525,0.415,0.16,WW2,MW2,0.1575,0.22,Age2
F,0.655,0.53,0.19,WW3,MW2,0.318,0.565,Age4
M,0.69,0.54,0.185,WW4,MW3,0.353,0.555,Age5
M,0.55,0.45,0.17,WW3,MW2,0.157,0.22,Age2
F,0.58,0.475,0.165,WW3,MW2,0.26,0.305,Age3
F,0.59,0.475,0.155,WW3,MW2,0.235,0.28,Age2
M,0.565,0.44,0.155,WW3,MW2,0.217,0.26,Age2
F,0.665,0.57,0.185,WW4,MW3,0.3025,0.405,Age3
F,0.62,0.51,0.175,WW3,MW2,0.227,0.315,Age3
M,0.55,0.46,0.13,WW2,MW2,0.1455,0.205,Age2
F,0.605,0.475,0.145,WW3,MW2,0.225,0.27,Age3
M,0.535,0.42,0.16,WW3,MW2,0.164,0.225,Age3
F,0.51,0.395,0.12,WW2,MW2,0.122,0.193,Age2
M,0.53,0.405,0.13,WW3,MW2,0.17,0.193,Age2
F,0.495,0.375,0.15,WW2,MW2,0.135,0.178,Age2
M,0.575,0.455,0.185,WW3,MW3,0.243,0.295,Age3
F,0.63,0.5,0.16,WW3,MW2,0.3,0.345,Age3
M,0.59,0.45,0.12,WW3,MW2,0.1315,0.22,Age3
F,0.605,0.485,0.165,WW3,MW2,0.205,0.33,Age3
M,0.645,0.5,0.19,WW3,MW3,0.278,0.395,Age4
F,0.62,0.5,0.175,WW3,MW2,0.23,0.39,Age3
M,0.605,0.485,0.175,WW3,MW2,0.27,0.405,Age3
F,0.615,0.5,0.205,WW3,MW2,0.227,0.39,Age3
F,0.66,0.525,0.19,WW4,MW3,0.4875,0.49,Age2
F,0.71,0.575,0.175,WW4,MW3,0.3705,0.52,Age3
F,0.565,0.45,0.185,WW3,MW2,0.1805,0.265,Age2
F,0.57,0.435,0.14,WW3,MW2,0.183,0.22,Age3
I,0.6,0.445,0.175,WW3,MW2,0.216,0.355,Age3
I,0.41,0.3,0.115,WW1,MW1,0.0515,0.08,Age2
F,0.45,0.325,0.135,WW2,MW1,0.1165,0.11,Age2
M,0.275,0.2,0.08,WW1,MW1,0.024,0.03,Age2
I,0.485,0.355,0.12,WW2,MW1,0.122,0.135,Age2
F,0.62,0.485,0.165,WW3,MW2,0.238,0.355,Age3
F,0.48,0.38,0.135,WW2,MW1,0.1365,0.155,Age2
F,0.505,0.41,0.15,WW2,MW2,0.1335,0.215,Age4
M,0.4,0.31,0.11,WW2,MW1,0.057,0.1,Age2
I,0.45,0.355,0.115,WW2,MW1,0.108,0.1125,Age2
M,0.35,0.26,0.09,WW1,MW1,0.041,0.0655,Age2
M,0.44,0.35,0.14,WW2,MW1,0.0705,0.184,Age3
M,0.265,0.2,0.065,WW1,MW1,0.0105,0.03,Age2
M,0.165,0.125,0.04,WW1,MW1,0.0045,0.008,Age1
F,0.705,0.555,0.2,WW4,MW2,0.3235,0.52,Age4
F,0.535,0.425,0.155,WW3,MW2,0.1565,0.25,Age3
I,0.49,0.385,0.14,WW2,MW1,0.127,0.175,Age2
F,0.48,0.37,0.13,WW2,MW2,0.1505,0.1595,Age3
F,0.395,0.3,0.105,WW2,MW1,0.0755,0.098,Age2
I,0.375,0.28,0.1,WW1,MW1,0.0585,0.0725,Age2
M,0.345,0.265,0.09,WW1,MW1,0.037,0.0485,Age2
I,0.55,0.415,0.135,WW3,MW2,0.2015,0.28,Age2
I,0.635,0.48,0.2,WW3,MW3,0.2595,0.425,Age3
I,0.575,0.475,0.17,WW3,MW2,0.284,0.275,Age3
F,0.545,0.435,0.15,WW2,MW2,0.145,0.225,Age2
F,0.385,0.305,0.125,WW2,MW1,0.0555,0.08,Age2
F,0.51,0.34,0.18,WW2,MW2,0.165,0.2,Age2
I,0.44,0.34,0.125,WW2,MW1,0.0875,0.2,Age3
I,0.45,0.36,0.125,WW2,MW1,0.0865,0.145,Age2
I,0.39,0.3,0.105,WW1,MW1,0.038,0.085,Age2
F,0.425,0.325,0.135,WW2,MW1,0.079,0.14,Age2
F,0.45,0.35,0.125,WW2,MW1,0.09,0.145,Age2
I,0.66,0.525,0.18,WW4,MW3,0.4005,0.42,Age3
F,0.685,0.525,0.175,WW4,MW3,0.309,0.58,Age3
F,0.585,0.475,0.185,WW3,MW2,0.1785,0.275,Age2
I,0.54,0.435,0.145,WW3,MW2,0.22,0.264,Age4
F,0.49,0.39,0.135,WW2,MW1,0.125,0.1845,Age2
M,0.43,0.33,0.095,WW2,MW1,0.085,0.112,Age3
F,0.455,0.365,0.11,WW2,MW1,0.046,0.1345,Age3
I,0.495,0.38,0.145,WW2,MW1,0.098,0.212,Age3
F,0.48,0.38,0.145,WW2,MW2,0.141,0.23,Age2
I,0.47,0.4,0.16,WW2,MW1,0.073,0.198,Age3
M,0.415,0.32,0.1,WW2,MW1,0.0575,0.104,Age2
I,0.49,0.385,0.115,WW2,MW2,0.1615,0.165,Age3
I,0.47,0.375,0.105,WW2,MW1,0.108,0.17,Age2
I,0.445,0.345,0.13,WW2,MW1,0.0645,0.18,Age2
F,0.51,0.38,0.13,WW2,MW1,0.1355,0.185,Age3
F,0.52,0.405,0.145,WW3,MW2,0.1685,0.205,Age3
I,0.475,0.365,0.14,WW2,MW1,0.118,0.158,Age2
F,0.455,0.36,0.11,WW2,MW1,0.098,0.125,Age2
I,0.435,0.34,0.11,WW2,MW1,0.073,0.13,Age2
I,0.39,0.3,0.1,WW2,MW1,0.0735,0.085,Age2
I,0.375,0.285,0.1,WW1,MW1,0.0555,0.07,Age2
M,0.285,0.215,0.075,WW1,MW1,0.023,0.035,Age2
I,0.58,0.445,0.17,WW3,MW2,0.2165,0.315,Age4
F,0.58,0.44,0.175,WW3,MW2,0.2345,0.335,Age4
M,0.41,0.315,0.095,WW2,MW1,0.0735,0.09,Age2
M,0.41,0.3,0.1,WW2,MW1,0.069,0.09,Age2
I,0.54,0.405,0.15,WW3,MW2,0.2075,0.19,Age2
M,0.33,0.245,0.085,WW1,MW1,0.0365,0.055,Age2
I,0.44,0.31,0.115,WW2,MW1,0.082,0.12,Age2
M,0.28,0.21,0.065,WW1,MW1,0.02,0.03,Age2
I,0.59,0.465,0.195,WW3,MW2,0.187,0.375,Age4
I,0.61,0.48,0.165,WW3,MW2,0.264,0.335,Age3
I,0.61,0.46,0.17,WW3,MW2,0.257,0.37,Age4
M,0.455,0.345,0.125,WW2,MW1,0.1065,0.135,Age2
M,0.33,0.235,0.09,WW1,MW1,0.034,0.055,Age2
I,0.44,0.33,0.135,WW2,MW1,0.0905,0.195,Age3
M,0.54,0.405,0.155,WW3,MW2,0.194,0.29,Age4
F,0.475,0.375,0.125,WW2,MW2,0.1715,0.155,Age2
F,0.46,0.33,0.15,WW2,MW1,0.1805,0.125,Age2
I,0.31,0.235,0.09,WW1,MW1,0.031,0.04,Age2
I,0.255,0.19,0.07,WW1,MW1,0.016,0.031,Age2
M,0.335,0.255,0.075,WW1,MW1,0.0345,0.057,Age2
I,0.295,0.21,0.08,WW1,MW1,0.026,0.031,Age2
I,0.19,0.13,0.045,WW1,MW1,0.005,0.009,Age2
M,0.545,0.435,0.165,WW3,MW2,0.2665,0.325,Age4
M,0.495,0.4,0.12,WW2,MW2,0.161,0.19,Age3
M,0.5,0.375,0.13,WW3,MW2,0.1725,0.22,Age3
F,0.305,0.225,0.07,WW1,MW1,0.0335,0.045,Age2
F,0.475,0.35,0.115,WW2,MW1,0.1455,0.125,Age3
M,0.515,0.4,0.125,WW3,MW2,0.2535,0.26,Age3
M,0.545,0.41,0.145,WW3,MW2,0.196,0.31,Age4
M,0.74,0.535,0.185,WW4,MW3,0.4505,0.335,Age3
M,0.565,0.465,0.15,WW3,MW2,0.3525,0.33,Age3
M,0.56,0.44,0.16,WW3,MW3,0.2785,0.26,Age2
M,0.545,0.42,0.125,WW3,MW2,0.174,0.305,Age3
M,0.645,0.515,0.185,WW4,MW3,0.3155,0.41,Age4
M,0.575,0.435,0.13,WW3,MW2,0.222,0.32,Age2
M,0.62,0.48,0.16,WW3,MW2,0.253,0.3,Age3
F,0.605,0.45,0.165,WW3,MW2,0.202,0.385,Age3
M,0.605,0.475,0.16,WW4,MW3,0.332,0.34,Age4
F,0.475,0.375,0.15,WW2,MW1,0.1215,0.1945,Age2
M,0.365,0.285,0.085,WW1,MW1,0.0515,0.07,Age2
F,0.46,0.35,0.115,WW2,MW1,0.1025,0.13,Age2
M,0.53,0.43,0.135,WW3,MW2,0.2165,0.25,Age2
M,0.48,0.395,0.15,WW2,MW1,0.1405,0.2495,Age4
M,0.455,0.345,0.15,WW2,MW1,0.125,0.215,Age3
I,0.35,0.265,0.11,WW1,MW1,0.059,0.075,Age2
M,0.37,0.28,0.105,WW1,MW1,0.0575,0.075,Age2
I,0.34,0.25,0.075,WW1,MW1,0.0405,0.05,Age2
I,0.35,0.28,0.075,WW1,MW1,0.04,0.064,Age2
I,0.35,0.265,0.08,WW1,MW1,0.0465,0.053,Age2
I,0.39,0.315,0.09,WW2,MW1,0.05,0.09,Age2
I,0.395,0.31,0.095,WW2,MW1,0.072,0.093,Age2
I,0.415,0.31,0.105,WW2,MW1,0.083,0.0915,Age2
I,0.43,0.32,0.1,WW2,MW1,0.0745,0.1,Age2
I,0.48,0.355,0.115,WW2,MW2,0.106,0.184,Age2
M,0.49,0.395,0.12,WW2,MW2,0.1235,0.185,Age2
F,0.49,0.37,0.105,WW2,MW2,0.1005,0.148,Age2
F,0.56,0.465,0.16,WW3,MW2,0.2025,0.337,Age2
M,0.56,0.45,0.14,WW3,MW2,0.182,0.218,Age2
M,0.58,0.46,0.15,WW3,MW2,0.221,0.265,Age2
F,0.58,0.48,0.18,WW3,MW2,0.27,0.371,Age2
M,0.59,0.47,0.135,WW3,MW3,0.279,0.28,Age2
F,0.595,0.475,0.165,WW3,MW2,0.214,0.37,Age2
M,0.6,0.475,0.15,WW3,MW3,0.223,0.292,Age2
M,0.61,0.47,0.155,WW3,MW2,0.2175,0.2785,Age2
F,0.63,0.475,0.15,WW3,MW3,0.254,0.316,Age2
M,0.64,0.51,0.17,WW3,MW3,0.307,0.409,Age2
F,0.65,0.545,0.185,WW4,MW3,0.341,0.43,Age2
M,0.71,0.55,0.2,WW4,MW4,0.44,0.5,Age3
M,0.74,0.605,0.2,WW6,MW5,0.575,0.5235,Age3
I,0.25,0.18,0.065,WW1,MW1,0.0185,0.0215,Age1
I,0.28,0.21,0.065,WW1,MW1,0.0285,0.03,Age2
I,0.325,0.24,0.075,WW1,MW1,0.0305,0.045,Age2
I,0.35,0.265,0.095,WW1,MW1,0.049,0.06,Age2
I,0.36,0.27,0.09,WW1,MW1,0.0405,0.065,Age2
I,0.365,0.27,0.105,WW1,MW1,0.0475,0.063,Age2
I,0.37,0.28,0.09,WW1,MW1,0.0645,0.0645,Age2
I,0.375,0.285,0.09,WW1,MW1,0.062,0.075,Age2
I,0.38,0.275,0.095,WW1,MW1,0.0655,0.075,Age2
I,0.395,0.3,0.09,WW1,MW1,0.049,0.075,Age2
I,0.43,0.335,0.105,WW2,MW1,0.0785,0.09,Age2
I,0.44,0.35,0.125,WW2,MW1,0.0955,0.131,Age2
I,0.465,0.37,0.1,WW2,MW2,0.11,0.14,Age2
F,0.465,0.355,0.115,WW2,MW1,0.118,0.126,Age2
M,0.48,0.37,0.13,WW2,MW2,0.1155,0.135,Age2
I,0.485,0.37,0.1,WW2,MW1,0.1075,0.13,Age2
F,0.49,0.4,0.115,WW2,MW2,0.1325,0.145,Age2
I,0.495,0.4,0.145,WW2,MW2,0.1305,0.1645,Age2
I,0.5,0.385,0.11,WW2,MW2,0.104,0.151,Age2
F,0.505,0.39,0.12,WW2,MW2,0.1325,0.146,Age2
M,0.52,0.39,0.12,WW2,MW2,0.157,0.161,Age2
M,0.52,0.395,0.125,WW3,MW2,0.166,0.2,Age2
F,0.525,0.44,0.125,WW2,MW2,0.159,0.1915,Age2
M,0.55,0.44,0.155,WW3,MW2,0.195,0.25,Age2
F,0.555,0.44,0.145,WW3,MW2,0.1975,0.2155,Age2
F,0.555,0.42,0.11,WW3,MW2,0.171,0.225,Age2
F,0.575,0.46,0.165,WW3,MW2,0.2145,0.2815,Age2
M,0.6,0.475,0.155,WW3,MW2,0.2295,0.31,Age2
F,0.61,0.48,0.16,WW3,MW3,0.238,0.315,Age2
F,0.61,0.495,0.175,WW3,MW3,0.315,0.3455,Age2
F,0.61,0.47,0.16,WW3,MW2,0.236,0.29,Age2
M,0.615,0.505,0.19,WW3,MW3,0.2925,0.365,Age2
M,0.62,0.485,0.165,WW3,MW3,0.2505,0.2825,Age2
F,0.625,0.495,0.16,WW3,MW2,0.2825,0.345,Age2
F,0.625,0.47,0.17,WW3,MW3,0.2415,0.405,Age2
M,0.625,0.485,0.17,WW3,MW3,0.293,0.475,Age2
M,0.635,0.495,0.155,WW3,MW3,0.2985,0.295,Age2
F,0.64,0.48,0.195,WW3,MW2,0.2345,0.353,Age2
M,0.64,0.5,0.17,WW4,MW3,0.3575,0.354,Age2
M,0.66,0.525,0.18,WW4,MW3,0.381,0.372,Age2
F,0.665,0.52,0.165,WW4,MW3,0.407,0.4265,Age2
F,0.715,0.585,0.23,WW4,MW4,0.4095,0.565,Age2
M,0.72,0.565,0.2,WW4,MW3,0.385,0.529,Age2
F,0.725,0.58,0.185,WW4,MW4,0.3595,0.4375,Age2
I,0.165,0.12,0.05,WW1,MW1,0.0045,0.014,Age1
I,0.21,0.15,0.055,WW1,MW1,0.0065,0.013,Age1
I,0.355,0.265,0.085,WW1,MW1,0.0525,0.06,Age2
I,0.4,0.315,0.085,WW1,MW1,0.0585,0.0765,Age2
I,0.4,0.29,0.1,WW1,MW1,0.059,0.0815,Age2
I,0.4,0.3,0.11,WW2,MW1,0.071,0.075,Age2
I,0.435,0.335,0.11,WW2,MW1,0.0945,0.1,Age2
I,0.44,0.33,0.11,WW2,MW1,0.079,0.09,Age2
I,0.45,0.34,0.105,WW2,MW1,0.0925,0.12,Age2
I,0.465,0.345,0.105,WW2,MW2,0.0345,0.109,Age2
I,0.47,0.355,0.145,WW2,MW1,0.102,0.123,Age2
I,0.47,0.355,0.115,WW2,MW1,0.084,0.139,Age2
I,0.475,0.42,0.16,WW2,MW2,0.1505,0.1845,Age2
I,0.485,0.37,0.115,WW2,MW2,0.1335,0.128,Age2
F,0.505,0.475,0.16,WW3,MW3,0.239,0.3065,Age2
I,0.51,0.405,0.13,WW2,MW2,0.1155,0.1485,Age2
I,0.52,0.38,0.13,WW2,MW2,0.122,0.1535,Age2
F,0.53,0.42,0.14,WW2,MW2,0.1165,0.183,Age2
M,0.535,0.42,0.16,WW3,MW2,0.1515,0.2185,Age2
M,0.55,0.44,0.16,WW3,MW2,0.201,0.27,Age2
M,0.555,0.44,0.145,WW3,MW2,0.1685,0.23,Age2
M,0.555,0.44,0.15,WW3,MW2,0.146,0.23,Age2
F,0.555,0.43,0.135,WW3,MW2,0.163,0.2215,Age2
M,0.56,0.415,0.13,WW3,MW2,0.17,0.1955,Age2
M,0.575,0.44,0.145,WW3,MW2,0.2195,0.225,Age2
F,0.585,0.45,0.145,WW3,MW2,0.242,0.22,Age2
M,0.59,0.46,0.145,WW3,MW2,0.24,0.255,Age2
F,0.595,0.47,0.165,WW3,MW2,0.1905,0.289,Age2
M,0.6,0.41,0.145,WW3,MW2,0.196,0.268,Age2
M,0.6,0.475,0.16,WW3,MW3,0.2635,0.335,Age2
M,0.61,0.47,0.175,WW3,MW3,0.2835,0.325,Age2
F,0.615,0.49,0.19,WW3,MW2,0.257,0.348,Age2
F,0.62,0.51,0.18,WW3,MW3,0.274,0.322,Age2
M,0.625,0.495,0.18,WW3,MW2,0.254,0.3135,Age2
M,0.625,0.47,0.175,WW3,MW3,0.258,0.271,Age2
F,0.64,0.5,0.165,WW3,MW3,0.239,0.32,Age2
F,0.64,0.475,0.175,WW3,MW2,0.341,0.288,Age2
F,0.645,0.52,0.175,WW3,MW3,0.2665,0.355,Age2
M,0.65,0.505,0.18,WW4,MW3,0.3335,0.38,Age2
M,0.655,0.52,0.18,WW4,MW3,0.36,0.355,Age2
F,0.655,0.54,0.175,WW4,MW3,0.402,0.385,Age2
F,0.66,0.5,0.175,WW3,MW3,0.2805,0.4085,Age2
M,0.67,0.525,0.18,WW4,MW4,0.3645,0.43,Age2
F,0.69,0.525,0.19,WW4,MW3,0.3905,0.42,Age2
F,0.7,0.575,0.2,WW4,MW3,0.3965,0.461,Age2
F,0.7,0.56,0.175,WW4,MW4,0.3275,0.398,Age2
M,0.71,0.57,0.195,WW3,MW4,0.4435,0.4535,Age2
M,0.715,0.545,0.18,WW4,MW4,0.347,0.449,Age2
F,0.72,0.545,0.185,WW4,MW4,0.401,0.468,Age2
I,0.215,0.15,0.055,WW1,MW1,0.009,0.0125,Age1
I,0.24,0.185,0.06,WW1,MW1,0.0005,0.02,Age1
I,0.26,0.205,0.07,WW1,MW1,0.019,0.0305,Age1
I,0.32,0.24,0.085,WW1,MW1,0.0265,0.038,Age2
I,0.33,0.23,0.085,WW1,MW1,0.026,0.0505,Age2
I,0.335,0.26,0.085,WW1,MW1,0.03,0.054,Age2
I,0.35,0.26,0.09,WW1,MW1,0.0355,0.0575,Age2
I,0.35,0.265,0.085,WW1,MW1,0.034,0.056,Age2
I,0.36,0.265,0.075,WW1,MW1,0.035,0.054,Age2
I,0.36,0.265,0.09,WW1,MW1,0.037,0.0585,Age2
I,0.365,0.275,0.09,WW1,MW1,0.051,0.0625,Age2
I,0.38,0.285,0.09,WW1,MW1,0.039,0.0775,Age2
I,0.4,0.31,0.115,WW2,MW1,0.0595,0.087,Age2
I,0.4,0.315,0.09,WW2,MW1,0.068,0.08,Age2
I,0.4,0.265,0.1,WW1,MW1,0.0605,0.08,Age2
I,0.425,0.325,0.11,WW2,MW1,0.092,0.1065,Age2
I,0.43,0.325,0.105,WW2,MW1,0.08,0.098,Age2
M,0.435,0.335,0.11,WW2,MW1,0.0715,0.1315,Age2
